CCT	x (black body)	y (black body)	u' (black body)	v' (black body)	y (daylight)	y (TM30)
3610	0.399310247889814	0.387626553413704	0.233075256295989	0.509074979200533	0.000000000000000	0.387626553413704
3620	0.398781088589278	0.387345325990855	0.232845094931816	0.508877649945213	0.000000000000000	0.387345325990855
3630	0.398254468449049	0.387064082106531	0.232616440167597	0.508680557447976	0.000000000000000	0.387064082106531
3640	0.397730374358909	0.386782834481003	0.232389279275721	0.508483704931567	0.000000000000000	0.386782834481003
3650	0.397208793249882	0.386501595611205	0.232163599659613	0.508287095556244	0.000000000000000	0.386501595611205
3660	0.396689712094866	0.386220377773894	0.231939388852145	0.508090732420667	0.000000000000000	0.386220377773894
3670	0.396173117909235	0.385939193028774	0.231716634514075	0.507894618562778	0.000000000000000	0.385939193028774
3680	0.395658997751428	0.385658053221589	0.231495324432495	0.507698756960674	0.000000000000000	0.385658053221589
3690	0.395147338723516	0.385376969987172	0.231275446519315	0.507503150533463	0.000000000000000	0.385376969987172
3700	0.394638127971748	0.385095954752460	0.231056988809757	0.507307802142110	0.000000000000000	0.385095954752460
3710	0.394131352687072	0.384815018739475	0.230839939460879	0.507112714590277	0.000000000000000	0.384815018739475
3720	0.393627000105649	0.384534172968266	0.230624286750106	0.506917890625142	0.000000000000000	0.384534172968266
3730	0.393125057509339	0.384253428259816	0.230410019073798	0.506723332938219	0.000000000000000	0.384253428259816
3740	0.392625512226168	0.383972795238911	0.230197124945821	0.506529044166155	0.000000000000000	0.383972795238911
3750	0.392128351630781	0.383692284336979	0.229985592996156	0.506335026891528	0.000000000000000	0.383692284336979
3760	0.391633563144876	0.383411905794889	0.229775411969503	0.506141283643624	0.000000000000000	0.383411905794889
3770	0.391141134237623	0.383131669665717	0.229566570723930	0.505947816899211	0.000000000000000	0.383131669665717
3780	0.390651052426057	0.382851585817475	0.229359058229519	0.505754629083302	0.000000000000000	0.382851585817475
3790	0.390163305275465	0.382571663935814	0.229152863567048	0.505561722569902	0.000000000000000	0.382571663935814
3800	0.389677880399752	0.382291913526683	0.228947975926674	0.505369099682750	0.000000000000000	0.382291913526683
3810	0.389194765461792	0.382012343918955	0.228744384606645	0.505176762696053	0.000000000000000	0.382012343918955
3820	0.388713948173757	0.381732964267030	0.228542079012030	0.504984713835205	0.000000000000000	0.381732964267030
3830	0.388235416297444	0.381453783553394	0.228341048653459	0.504792955277497	0.000000000000000	0.381453783553394
3840	0.387759157644574	0.381174810591150	0.228141283145883	0.504601489152823	0.000000000000000	0.381174810591150
3850	0.387285160077084	0.380896054026513	0.227942772207356	0.504410317544368	0.000000000000000	0.380896054026513
3860	0.386813411507402	0.380617522341278	0.227745505657822	0.504219442489294	0.000000000000000	0.380617522341278
3870	0.386343899898705	0.380339223855255	0.227549473417933	0.504028865979416	0.000000000000000	0.380339223855255
3880	0.385876613265173	0.380061166728665	0.227354665507868	0.503838589961862	0.000000000000000	0.380061166728665
3890	0.385411539672215	0.379783358964516	0.227161072046179	0.503648616339731	0.000000000000000	0.379783358964516
3900	0.384948667236696	0.379505808410940	0.226968683248645	0.503458946972741	0.000000000000000	0.379505808410940
3910	0.384487984127144	0.379228522763500	0.226777489427145	0.503269583677868	0.000000000000000	0.379228522763500
3920	0.384029478563943	0.378951509567474	0.226587480988549	0.503080528229973	0.000000000000000	0.378951509567474
3930	0.383573138819519	0.378674776220096	0.226398648433617	0.502891782362423	0.000000000000000	0.378674776220096
3940	0.383118953218507	0.378398329972780	0.226210982355912	0.502703347767706	0.000000000000000	0.378398329972780
3950	0.382666910137919	0.378122177933306	0.226024473440740	0.502515226098034	0.000000000000000	0.378122177933306
3960	0.382216998007281	0.377846327067982	0.225839112464085	0.502327418965939	0.000000000000000	0.377846327067982
3970	0.381769205308780	0.377570784203772	0.225654890291579	0.502139927944861	0.000000000000000	0.377570784203772
3980	0.381323520577382	0.377295556030402	0.225471797877464	0.501952754569727	0.000000000000000	0.377295556030402
3990	0.380879932400953	0.377020649102431	0.225289826263586	0.501765900337524	0.000000000000000	0.377020649102431
4000	0.380438429420364	0.376746069841299	0.225108966578390	0.501579366707863	0.382844168014875	0.376746069841299
4010	0.379999000329579	0.376471824537343	0.224929210035936	0.501393155103536	0.382581758947414	0.376471824537343
4020	0.379561633875749	0.376197919351794	0.224750547934923	0.501207266911061	0.382319452620190	0.376197919351794
4030	0.379126318859280	0.375924360318735	0.224572971657728	0.501021703481230	0.382057258208621	0.375924360318735
4040	0.378693044133903	0.375651153347040	0.224396472669455	0.500836466129637	0.381795184731012	0.375651153347040
4050	0.378261798606731	0.375378304222286	0.224221042517003	0.500651556137205	0.381533241050615	0.375378304222286
4060	0.377832571238301	0.375105818608640	0.224046672828136	0.500466974750710	0.381271435877668	0.375105818608640
4070	0.377405351042622	0.374833702050712	0.223873355310573	0.500282723183288	0.381009777771414	0.374833702050712
4080	0.376980127087195	0.374561959975396	0.223701081751089	0.500098802614940	0.380748275142095	0.374561959975396
4090	0.376556888493043	0.374290597693670	0.223529844014622	0.499915214193036	0.380486936252930	0.374290597693670
4100	0.376135624434723	0.374019620402386	0.223359634043401	0.499731959032799	0.380225769222064	0.374019620402386
4110	0.375716324140330	0.373749033186026	0.223190443856072	0.499549038217793	0.379964782024508	0.373749033186026
4120	0.375298976891495	0.373478841018437	0.223022265546853	0.499366452800401	0.379703982494045	0.373478841018437
4130	0.374883572023380	0.373209048764539	0.222855091284680	0.499184203802296	0.379443378325121	0.373209048764539
4140	0.374470098924658	0.372939661182012	0.222688913312381	0.499002292214905	0.379182977074722	0.372939661182012
4150	0.374058547037489	0.372670682922962	0.222523723945848	0.498820718999865	0.378922786164214	0.372670682922962
4160	0.373648905857491	0.372402118535558	0.222359515573232	0.498639485089481	0.378662812881182	0.372402118535558
4170	0.373241164933703	0.372133972465647	0.222196280654135	0.498458591387166	0.378403064381233	0.372133972465647
4180	0.372835313868541	0.371866249058352	0.222034011718819	0.498278038767882	0.378143547689784	0.371866249058352
4190	0.372431342317747	0.371598952559641	0.221872701367429	0.498097828078574	0.377884269703835	0.371598952559641
4200	0.372029239990332	0.371332087117875	0.221712342269219	0.497917960138597	0.377625237193716	0.371332087117875
4210	0.371628996648516	0.371065656785341	0.221552927161790	0.497738435740139	0.377366456804815	0.371065656785341
4220	0.371230602107658	0.370799665519753	0.221394448850338	0.497559255648632	0.377107935059286	0.370799665519753
4230	0.370834046236180	0.370534117185738	0.221236900206914	0.497380420603168	0.376849678357742	0.370534117185738
4240	0.370439318955492	0.370269015556301	0.221080274169688	0.497201931316897	0.376591692980923	0.370269015556301
4250	0.370046410239904	0.370004364314267	0.220924563742226	0.497023788477432	0.376333985091348	0.370004364314267
4260	0.369655310116535	0.369740167053704	0.220769761992778	0.496845992747234	0.376076560734943	0.369740167053704
4270	0.369266008665223	0.369476427281325	0.220615862053568	0.496668544764007	0.375819425842662	0.369476427281325
4280	0.368878496018416	0.369213148417869	0.220462857120101	0.496491445141076	0.375562586232071	0.369213148417869
4290	0.368492762361075	0.368950333799466	0.220310740450471	0.496314694467764	0.375306047608932	0.368950333799466
4300	0.368108797930561	0.368687986678976	0.220159505364687	0.496138293309765	0.375049815568754	0.368687986678976
4310	0.367726593016520	0.368426110227320	0.220009145243996	0.495962242209508	0.374793895598332	0.368426110227320
4320	0.367346137960767	0.368164707534776	0.219859653530226	0.495786541686522	0.374538293077271	0.368164707534776
4330	0.366967423157160	0.367903781612270	0.219711023725126	0.495611192237786	0.374283013279484	0.367903781612270
4340	0.366590439051477	0.367643335392644	0.219563249389725	0.495436194338089	0.374028061374677	0.367643335392644
4350	0.366215176141282	0.367383371731904	0.219416324143692	0.495261548440366	0.373773442429816	0.367383371731904
